year,month,hscode,description,unit,quantity,value,revenue
2080,4,85161000.0,Electric instantaneous or storage water he  ters and immersion heaters,PCS,9071.0,9888.47562246704,2472.885
2080,4,85162900.0,"Electric space heating and soil heating ap  aratus, nes",PCS,3053.89999866486,5629.75555871582,1392.801
2080,4,85163100.0,Electro-thermic hair dryers   .,PCS,19650.0,7263.14050404358,1820.416
2080,4,85163200.0,"Electro-thermic hair-dressing apparatus, e  c (excl dryers)",PCS,9770.0,5982.25930371094,1481.032
2080,4,85163300.0,Electro-thermic hand-drying apparatus   .,PCS,164.0,418.875601974487,105.508
2080,4,85164000.0,Electrical smoothing irons   .,PCS,5386.0,4672.32769969177,1095.639
2080,4,85165000.0,Microwave ovens   .,PCS,2817.0,27049.6748824463,6250.521
2080,4,85166011.0,Induction stove,PCS,15873.0,38451.8155068018,5459.464
2080,4,85166012.0,Infrared stove,PCS,7650.0,16962.2053945313,2511.308
2080,4,85166019.0,Others electric stove,PCS,162.0,168.103411376953,35.868
2080,4,85166020.0,Rice cooker,PCS,19839.0,26995.8933935547,6568.696
2080,4,85166030.0,"Water heating utensils such as kettle, jug",PCS,14884.0,6089.40675115967,1482.005
2080,4,85166090.0,"Other ovens, cooking plates, boiling rings, grillers & roaster",PCS,2225.0,9289.20604904175,2258.201
2080,4,85167100.0,Electro-thermic coffee or tea makers  . .,PCS,6491.0,27124.7311956787,6610.238
2080,4,85167200.0,Electro-thermic toasters  . .,PCS,328.0,614.005568786621,152.401
2080,4,85167910.0,Electric insect trap,PCS,10011.0,7968.89296014404,1938.719
2080,4,85167990.0,Other electro thermic appliances,PCS,20654.0,30587.0906147995,7734.086
2080,4,85168000.0,Electric heating resistors (excl those of   545).,PCS,1941.0,2270.05385665894,563.749
2080,4,85169000.0,Parts of electro-thermic appliances,PCS,259057.0,7266.01122739995,1453.591
2080,4,87032191.0,Other vehicles of unassembled condition having capacity <=1000CC,PCS,1.0,475.29615625,731.78
2080,4,87032199.0,Other vehicles having capacity <=1000CC,PCS,41.0,30968.0555,76431.404
2080,4,87032210.0,Other vehicle unassembled condition (Petrol engine) capacity >1000CC to <=1500CC,PCS,2.0,898.097390625,1479.181
2080,4,87032290.0,Other vehicle (Petrol engine) capacity >1000CC to <=1500CC,PCS,189.0,203448.64475,523586.032
2080,4,87032319.0,Other vehicles (Petro engine) >1500CC to <=2000CC,PCS,4.0,10626.78225,30107.817
2080,4,87033190.0,Other vehicle  (Diesel engine) capacity upto 1500CC,PCS,2.0,2750.57175,6789.244
2080,4,87033219.0,Vehicles with diesel engine of cylinder  ca acity 1500-2500cc,PCS,50.0,76144.96375,199881.264
2080,4,87033229.0,Vehicles with diesel engine of cylinder  ca acity 1500-2500cc,PCS,5.0,8643.5435,27613.032
2080,4,87033390.0,Ambulace & Sabbahan,PCS,20.0,65263.51975,95659.101
2080,4,87036090.0,Other vehicle (Petrol-Electric hybrid) plug out ABOVE 2000 CC,PCS,2.0,7972.79,20569.658
2080,4,87038011.0,Unassembled Electric three wheelers vehicles,PCS,172.0,27770.85425,7857.893
